"Title","Url","Id","Hidden","BaseType","BaseTemplate","ItemCount","Created","LastModified","HasContentTypes","DefaultViewUrl"
"User Information List","https://m365cpi90282478.sharepoint.com/sites/OffboardingProcess/sites/OffboardingProcess/_catalogs/users","e41af498-abd3-43d1-9c1a-898902e17739","True","GenericList","112","20","11/03/2025 06:09:55","20/04/2025 17:33:35","False","/sites/OffboardingProcess/_catalogs/users/detail.aspx"
